"","servidor","DataCenter","tipo","Powerstate","fv","capacidad_total","capacidad_usada","capacidad_asignada"
"2044","testing_clone","MTY","OTROS","poweredOff","virtual",128,113.0625,14.9375
"2045","tmpl sles 11 sp1","MTY","OTROS","poweredOff","virtual",32,13.1184,18.8816
"2046","tmpl_win2012","MTY","OTROS","poweredOff","virtual",40,13.384,26.616
"2047","tmpl_win2012_x64","MTY","OTROS","poweredOff","virtual",40,13.384,26.616
"2048","tmty_tpl_trptsproasrm04","MTY","PRODUCCION","poweredOff","virtual",192,78.7104,113.2896
"2049","tpl_tq_w2k3_64_sp1_1_rfc87518_tq","QRO","OTROS","poweredOff","virtual",42,23.4171,18.5829
"2050","tpl_tratspromsql01","MTY","PRODUCCION","poweredOff","virtual",50,16.73,33.27
"2051","tpl_trdwhprotrix03_tpl_con_trill","MTY","PRODUCCION","poweredOff","virtual",32,13.1184,18.8816
"2052","tpl_trdwhprotrix03_tpl_sin_trill","MTY","PRODUCCION","poweredOff","virtual",32,10.7072,21.2928
"2053","tplt_oraclelinux5.8app_nivel0","QRO","OTROS","poweredOff","virtual",82,27.274609375,54.725390625
"2054","tplt_oraclelinux5.8db_v2_prerrequisitos","QRO","OTROS","poweredOff","virtual",138,5.244,132.756
"2055","tplt_oraclelinux5.8web_nivel0","QRO","OTROS","poweredOff","virtual",92,15.32734375,76.67265625
"2056","tplt_oraclelinux5.8web_v2","QRO","OTROS","poweredOff","virtual",92,17.48359375,74.51640625
"2057","tplt_tqmprproftpx02_31ene14","QRO","PRODUCCION","poweredOff","virtual",52,6.2359375,45.7640625
"2058","tplt_tqrfsproohsx11","QRO","PRODUCCION","poweredOff","virtual",80,37.890625,42.109375
"2059","tplt_tqrfsproohsx12","QRO","PRODUCCION","poweredOff","virtual",80,37.890625,42.109375
"2060","tplt_tqrfsproohsx13","QRO","PRODUCCION","poweredOff","virtual",80,37.890625,42.109375
"2061","tplt_tqrfsproohsx14","QRO","PRODUCCION","poweredOff","virtual",80,37.890625,42.109375
"2062","tplt_tqrfsproohsx15","QRO","PRODUCCION","poweredOff","virtual",80,31.148,48.852
"2063","tq12cdevcohc01","QRO","DESARROLLO","poweredOn","virtual",153,36.2151,116.7849
"2064","tq12cdevcohc02","QRO","DESARROLLO","poweredOn","virtual",153,19.17855,133.82145
"2065","tq12cdevcohc03","QRO","DESARROLLO","poweredOn","virtual",153,32.90265,120.09735
"2066","tq12cdevcohc04","QRO","DESARROLLO","poweredOn","virtual",153,21.8025,131.1975
"2067","tq12cdevcohc05","QRO","DESARROLLO","poweredOn","virtual",153,42.6258,110.3742
"2068","tq12cdevcohc06","QRO","DESARROLLO","poweredOn","virtual",153,42.6258,110.3742
"2069","tq12cdevcohe01","QRO","DESARROLLO","poweredOn","virtual",153,43.13835,109.86165
"2070","tq12cdevcohe02","QRO","DESARROLLO","poweredOn","virtual",153,41.85315,111.14685
"2071","tq12cdevcohe03","QRO","DESARROLLO","poweredOn","virtual",153,33.7212,119.2788
"2072","tq12cdevcohe04","QRO","DESARROLLO","poweredOn","virtual",153,57.47445,95.52555
"2073","tq12cdevcohe05","QRO","DESARROLLO","poweredOn","virtual",153,44.1252,108.8748
"2074","tq12cdevcohe06","QRO","DESARROLLO","poweredOn","virtual",153,34.5933,118.4067
"2075","tq12cdevohsc01","QRO","DESARROLLO","poweredOn","virtual",162,21.5217,140.4783
"2076","tq12cdevohsc02","QRO","DESARROLLO","poweredOn","virtual",162,21.5217,140.4783
"2077","tq12cdevohsc03","QRO","DESARROLLO","poweredOn","virtual",162,21.5217,140.4783
"2078","tq12cdevohsc04","QRO","DESARROLLO","poweredOn","virtual",162,21.5217,140.4783
"2079","tq12cdevohsc05","QRO","DESARROLLO","poweredOn","virtual",162,21.5217,140.4783
"2080","tq12cdevohsc06","QRO","DESARROLLO","poweredOn","virtual",162,21.5217,140.4783
"2081","tq12cdevohse01","QRO","DESARROLLO","poweredOn","virtual",162,49.0212,112.9788
"2082","tq12cdevohse02","QRO","DESARROLLO","poweredOn","virtual",162,49.0212,112.9788
"2083","tq12cdevohse03","QRO","DESARROLLO","poweredOn","virtual",162,49.0212,112.9788
"2084","tq12cdevohse04","QRO","DESARROLLO","poweredOn","virtual",162,49.0212,112.9788
"2085","tq12cdevohse05","QRO","DESARROLLO","poweredOn","virtual",162,25.2315,136.7685
"2086","tq12cdevohse06","QRO","DESARROLLO","poweredOn","virtual",162,49.0212,112.9788
"2087","tq12cdevorcl01","QRO","DESARROLLO","poweredOn","virtual",11171,6172.30535,4998.69465
"2088","tq12cdevorcl02","QRO","DESARROLLO","poweredOn","virtual",11171,6172.30535,4998.69465
"2089","tq12cdevorcl03","QRO","DESARROLLO","poweredOn","virtual",590,154.3145,435.6855
"2090","tq12cdevorcl04","QRO","DESARROLLO","poweredOn","virtual",590,159.09575,430.90425
"2091","tq12cdevorcl05","QRO","DESARROLLO","poweredOn","virtual",590,154.3145,435.6855
"2092","tq12cdevorcl06","QRO","DESARROLLO","poweredOn","virtual",590,420.4635,169.5365
"2093","tq12cdevwebc01","QRO","DESARROLLO","poweredOn","virtual",153,57.47445,95.52555
"2094","tq12cdevwebc02","QRO","DESARROLLO","poweredOn","virtual",153,41.85315,111.14685
"2095","tq12cdevwebc03","QRO","DESARROLLO","poweredOn","virtual",153,34.5933,118.4067
"2096","tq12cdevwebc04","QRO","DESARROLLO","poweredOn","virtual",153,57.47445,95.52555
"2097","tq12cdevwebc05","QRO","DESARROLLO","poweredOn","virtual",153,44.1252,108.8748
"2098","tq12cdevwebc06","QRO","DESARROLLO","poweredOn","virtual",153,37.03365,115.96635
"2099","tq12cdevwebe01","QRO","DESARROLLO","poweredOn","virtual",153,33.7212,119.2788
"2100","tq12cdevwebe02","QRO","DESARROLLO","poweredOn","virtual",153,37.03365,115.96635
"2101","tq12cdevwebe03","QRO","DESARROLLO","poweredOn","virtual",153,44.1252,108.8748
"2102","tq12cdevwebe04","QRO","DESARROLLO","poweredOn","virtual",153,33.7212,119.2788
"2103","tq12cdevwebe05","QRO","DESARROLLO","poweredOn","virtual",153,44.1252,108.8748
"2104","tq12cdevwebe06","QRO","DESARROLLO","poweredOn","virtual",153,34.5933,118.4067
"2105","tq360problct01","QRO","PRODUCCION","poweredOn","virtual",82,11.50322265625,70.49677734375
"2106","tq360problct02","QRO","PRODUCCION","poweredOn","virtual",82,9.5489,72.4511
"2107","tq360problpr01","QRO","PRODUCCION","poweredOn","virtual",82,11.0454,70.9546
"2108","tq360problpr02","QRO","PRODUCCION","poweredOn","virtual",82,8.7289,73.2711
"2109","tq360problprr01","QRO","PRODUCCION","poweredOn","virtual",82,21.605078125,60.394921875
"2110","tq360problprr02","QRO","PRODUCCION","poweredOn","virtual",82,8.7289,73.2711
"2111","tq360prodcct01","QRO","PRODUCCION","poweredOn","virtual",220,28.446,191.554
"2112","tq360prodcctr01","QRO","PRODUCCION","poweredOn","virtual",210,19.5825,190.4175
"2113","tq360prodcpr01","QRO","PRODUCCION","poweredOn","virtual",220,28.985,191.015
"2114","tq360prodcprr01","QRO","PRODUCCION","poweredOn","virtual",210,19.5825,190.4175
"2115","tq360prosqlc01","QRO","PRODUCCION","poweredOn","virtual",6250.5927734375,1372.63017304687,4877.96260039063
"2116","tq360prosqlc02","QRO","PRODUCCION","poweredOn","virtual",6250.5927734375,1372.63017304687,4877.96260039063
"2117","tq360prosqlc03","QRO","PRODUCCION","poweredOn","virtual",2244.3994140625,34.214318359375,2210.18509570313
"2118","tq360prosqlc04","QRO","PRODUCCION","poweredOn","virtual",2244.3994140625,45.956818359375,2198.44259570312
"2119","tq360prosqlcr01","QRO","PRODUCCION","poweredOn","virtual",3385.302734375,512.196303710938,2873.10643066406
"2120","tq360prosqlcr02","QRO","PRODUCCION","poweredOn","virtual",3385.302734375,512.196303710938,2873.10643066406
"2121","tq360prosqlcr03","QRO","PRODUCCION","poweredOn","virtual",290,43.877,246.123
"2122","tq360prosqlcr04","QRO","PRODUCCION","poweredOn","virtual",290,43.877,246.123
"2123","tq360prosqlp03","QRO","PRODUCCION","poweredOn","virtual",1374,125.2349,1248.7651
"2124","tq360prosqlpr01","QRO","PRODUCCION","poweredOff","virtual",2261.2939453125,342.133773925781,1919.16017138672
"2125","tq360prosqlpr02","QRO","PRODUCCION","poweredOn","virtual",2261.2939453125,343.105273925781,1918.18867138672
"2126","tq360prosqlpr03","QRO","PRODUCCION","poweredOn","virtual",290,44.8485,245.1515
"2127","tq360protomc01","QRO","PRODUCCION","poweredOn","virtual",220,51.486,168.514
"2128","tq360protomc02","QRO","PRODUCCION","poweredOn","virtual",220,54.318,165.682
"2129","tq360protomc03","QRO","PRODUCCION","poweredOn","virtual",220,51.2080078125,168.7919921875
"2130","tq360protomc04","QRO","PRODUCCION","poweredOn","virtual",220,35.838,184.162
"2131","tq360protomc05","QRO","PRODUCCION","poweredOn","virtual",220,28.985,191.015
"2132","tq360protomc06","QRO","PRODUCCION","poweredOn","virtual",220,50.336,169.664
"2133","tq360protomc07","QRO","PRODUCCION","poweredOn","virtual",220,25.806,194.194
"2134","tq360protomcr01","QRO","PRODUCCION","poweredOn","virtual",210,26.1975,183.8025
"2135","tq360protomcr02","QRO","PRODUCCION","poweredOn","virtual",210,26.1975,183.8025
"2136","tq360protomcr03","QRO","PRODUCCION","poweredOn","virtual",210,19.5825,190.4175
"2137","tq360protomcr04","QRO","PRODUCCION","poweredOn","virtual",210,19.5825,190.4175
"2138","tq360protomcr05","QRO","PRODUCCION","poweredOn","virtual",210,19.5825,190.4175
"2139","tq360protomcr06","QRO","PRODUCCION","poweredOn","virtual",210,26.1975,183.8025
"2140","tq360protomcr07","QRO","PRODUCCION","poweredOn","virtual",210,26.1975,183.8025
"2141","tq360protomp01","QRO","PRODUCCION","poweredOn","virtual",220,28.446,191.554
"2142","tq360protomp02","QRO","PRODUCCION","poweredOn","virtual",220,25.806,194.194
"2143","tq360protomp03","QRO","PRODUCCION","poweredOn","virtual",220,28.446,191.554
"2144","tq360protomp04","QRO","PRODUCCION","poweredOn","virtual",220,35.838,184.162
"2145","tq360protomp05","QRO","PRODUCCION","poweredOn","virtual",220,28.446,191.554
"2146","tq360protomp06","QRO","PRODUCCION","poweredOn","virtual",220,25.806,194.194
"2147","tq360protomp07","QRO","PRODUCCION","poweredOn","virtual",220,25.806,194.194
"2148","tq360protomp08","QRO","PRODUCCION","poweredOn","virtual",220,25.806,194.194
"2149","tq360protomp09","QRO","PRODUCCION","poweredOn","virtual",220,35.838,184.162
"2150","tq360protomp10","QRO","PRODUCCION","poweredOn","virtual",220,28.446,191.554
"2151","tq360protomp11","QRO","PRODUCCION","poweredOn","virtual",220,25.806,194.194
"2152","tq360protomp12","QRO","PRODUCCION","poweredOn","virtual",220,35.838,184.162
"2153","tq360protomp13","QRO","PRODUCCION","poweredOn","virtual",220,35.838,184.162
"2154","tq360protomp14","QRO","PRODUCCION","poweredOn","virtual",220,35.838,184.162
"2155","tq360protomp15","QRO","PRODUCCION","poweredOn","virtual",220,28.985,191.015
"2156","tq360protompr01","QRO","PRODUCCION","poweredOn","virtual",210,26.1975,183.8025
"2157","tq360protompr02","QRO","PRODUCCION","poweredOn","virtual",210,26.1975,183.8025
"2158","tq360protompr03","QRO","PRODUCCION","poweredOn","virtual",210,26.1975,183.8025
"2159","tq360protompr04","QRO","PRODUCCION","poweredOn","virtual",210,19.5825,190.4175
"2160","tq360protompr05","QRO","PRODUCCION","poweredOn","virtual",210,43.5435,166.4565
"2161","tq360protompr06","QRO","PRODUCCION","poweredOn","virtual",210,53.697,156.303
"2162","tq360protompr07","QRO","PRODUCCION","poweredOn","virtual",210,71.316,138.684
"2163","tq360protompr08","QRO","PRODUCCION","poweredOn","virtual",210,19.5825,190.4175
"2164","tq360protompr09","QRO","PRODUCCION","poweredOn","virtual",210,73.0065,136.9935
"2165","tq360protompr10","QRO","PRODUCCION","poweredOn","virtual",210,70.875,139.125
"2166","tq360protompr11","QRO","PRODUCCION","poweredOn","virtual",210,52.1325,157.8675
"2167","tq360protompr12","QRO","PRODUCCION","poweredOn","virtual",210,63.42,146.58
"2168","tq360protompr13","QRO","PRODUCCION","poweredOn","virtual",210,53.3505,156.6495
"2169","tq360protompr14","QRO","PRODUCCION","poweredOn","virtual",210,61.3935,148.6065
